"age"	"BaTG"	"BMI"	"FCV"	"HDL"	"HOMA"	"Iso_Ba"	"IsoTG"	"LEP"	"TG"	"WHR"
"Myeloid_14"	0.0839925010227776	0.0596873409706995	0.0958112239827079	0.295785189803008	-0.0204525671569128	0.187258456747194	-0.14884997407351	-0.0495601372379959	0.201177190122107	0.0431122989731671	0.176607220199685
"Myeloid_15"	0.0315677881301535	0.178443076384672	0.265613206628179	0.390805948556374	-0.26175749883338	0.246891768972179	-0.240882195040994	-0.0447260125113445	0.164561493473299	0.226032080038508	0.327304129026954
"Myeloid_2"	0.0106353595596768	0.180033211980382	0.348721305987281	0.705590947601538	-0.353564731707577	0.394007127035463	-0.388721807397076	-0.2500137407863	0.351613467615648	0.319910935918571	0.633565701051294
"Myeloid_3"	-0.00879963055594612	0.113648978043845	0.404643068268076	0.663751226378184	-0.337668591056536	0.338689918280546	-0.308701176529689	-0.321245249234958	0.337129575847122	0.260696592387827	0.579143072073912
"Myeloid_4"	0.0660750471793017	0.194151589638018	0.0480639431043311	0.132343431212438	-0.130023311678948	0.153553804589364	-0.163310570888126	0.092199005671299	0.103467244850622	0.139169880959875	0.123754090398338
"Myeloid_5"	0.0591857324665559	0.0873150026040772	0.187883199026335	0.526344876369447	-0.188242315967515	0.278622238526387	-0.27213360540475	-0.231789216220414	0.22223757041603	0.192514921165207	0.416564446563479
"Myeloid_6"	0.020189896161782	-0.0181857173550387	0.233365471037879	0.428057390454719	-0.347564791400712	0.30821822648343	-0.117982594342786	-0.220840956840207	0.158216093646674	0.321074201535263	0.320893300399234
"Myeloid_7"	0.000103890120861943	0.243611647913416	0.365300739413446	0.626253112011147	-0.377126656497356	0.469620795178428	-0.402637510189253	-0.171399528334133	0.209665919997938	0.281443414542806	0.516019642706125
"Myeloid_8"	-0.0258210672225573	0.119123456681024	0.292446559862403	0.532121167261273	-0.330720783584386	0.237651646873888	-0.285012805168933	-0.213312199808472	0.164376041456506	0.251641601258659	0.483651144733623
"Myeloid_9"	0.0533484084536957	0.185857500131922	0.107203565811425	0.273673686667383	-0.108873646098949	0.179740297835662	-0.216184083566346	-0.0172704741542473	0.152029027570788	0.0644499768979524	0.215258363706699
"SCFAP_0"	0.00385019644868227	0.0821672831413587	0.0449467289027946	-0.00198550738579643	-0.13936607969585	0.0639333516446192	-0.100842548349113	-0.00251042192818021	0.0447655434157247	0.0900017074910739	0.0201941334325005
"SCFAP_1"	0.0416988470979232	0.0288550191104648	0.0349168060681403	0.108423366066798	0.0316928587894573	0.0822906304604158	-0.0617847313858405	-0.161032826345119	0.118349575385215	0.119935919823383	0.0783001798415418
"SCFAP_10"	0.00133541541353833	-0.17476363539708	-0.013937615211943	0.0138989003383859	0.142096035379258	-0.0941313499786579	0.165937988741229	-0.0401874339547045	-0.0850143007481658	-0.108737994870928	-0.142371954639653
"SCFAP_11"	0.070223866399453	0.00898465591976413	0.026333371645142	0.103947866803746	-0.0304194435341801	0.0626109108531248	-0.0873394494018707	-0.06045874148765	0.0390803217570213	0.0567666355006758	0.0648043100122362
"SCFAP_12"	-0.0328328541461568	-0.0531124451720378	0.175253455110262	0.358002668401017	-0.07284811485505	0.152895643846786	-0.0490446474898165	-0.220890772611902	0.124720951236355	0.126316110937224	0.199814850191483
"SCFAP_13"	0.0218374304531599	0.114282579178545	0.262749818408791	0.291339093536609	-0.254847898748359	0.212805916742016	-0.139236199604	-0.0765313282734597	0.00195938302873	0.126844565881643	0.25200560785715
"SCFAP_14"	0.091454826816579	-0.0666989399058676	-0.288191481947438	-0.642767284057014	0.105516130372939	-0.183482251932707	0.249214226137385	0.224501572198324	-0.404734090220248	-0.100427482525077	-0.569927629835883
"SCFAP_15"	0.0630095462236609	0.0719766926162525	0.276482267686607	0.574066509998825	-0.22834486285979	0.268321512857281	-0.198141401633377	-0.166983960320654	0.224218228308548	0.275007505547984	0.415108354418501
"SCFAP_16"	-0.0230187565192632	-0.198491112449799	-0.379792499711961	-0.755111612162421	0.359042511087194	-0.405299393143807	0.419430254216709	0.222821886746134	-0.428819168872871	-0.274614893244629	-0.693767677175385
"SCFAP_2"	-0.00949875117048471	0.264716904748488	0.314332281347931	0.619029722815903	-0.404903235886818	0.430410735084621	-0.448925879082325	-0.179043414279437	0.286160847348658	0.331420795095343	0.572386912340821
"SCFAP_3"	-0.0168307008354535	0.000143631220977119	-0.0351798729688582	-0.15025135298788	0.0120362951117338	-0.0281923463909969	0.113757923913083	0.155038258618172	-0.105248078912792	0.00668348546646937	-0.123892384746167
"SCFAP_4"	0.0977221849156837	-0.0729008395405326	-0.178181629773527	-0.518169221236895	-0.0935504346131381	-0.0693364926903511	0.199034670212715	0.127576879846201	-0.369779246433219	-0.0438259249084563	-0.489194533799953
"SCFAP_5"	-0.00869019668761257	0.122902977633111	0.276710638055054	0.382646525784041	-0.256924729917212	0.249892592706511	-0.197305356440276	-0.103303185444765	0.156166586992265	0.239764614899193	0.284099511577434
"SCFAP_6"	-0.0343412577385104	-0.132385827267448	-0.0180789164482093	0.0876885326130402	0.0428236340536427	0.00224221271885367	0.0760564546292345	-0.13292103710056	-0.0898007514677716	0.0747640805100251	0.0328355906946512
"SCFAP_7"	-0.161741340829035	0.0910936765232972	0.254212290222319	0.444659377339831	-0.249302321860582	0.339619077362671	-0.23063401013159	-0.175194285510246	0.181132679495942	0.251990433766568	0.341025941380429
"SCFAP_8"	0.049215332808588	0.0199646050583299	0.0510918970307239	0.164901331937699	-0.0608933696446842	-0.00281637478723545	-0.0719037991196465	-0.0190407667319273	-0.0447540807515424	-0.0249364377529794	0.148239240033705
"SCFAP_9"	0.0191120732258786	-0.150692999943701	-0.000837344427259832	0.0212451439748161	0.0958360849314572	-0.0448192604988657	0.113260461053392	-0.170779427725254	0.0493539889186176	-0.0311559591781592	-0.0729644478627662
"Tcell_0"	0.0400377904573657	-0.115385749660756	0.152448364538343	0.277681711206327	-0.0345827337947275	0.151922581523687	0.0226091912420417	-0.1516772253875	0.129073101892985	0.0616778583978284	0.159716506245887
"Tcell_1"	-0.0377306638111429	0.0985122244523928	0.202693133056425	0.382619992078611	-0.207390080248289	0.240905394481773	-0.211056808577784	-0.144806075994695	0.135931661912553	0.137220392731495	0.316279399746127
"Tcell_10"	-0.000500202699443538	0.165968120025918	0.437090820748903	0.697346269023241	-0.336233611855831	0.3837675983392	-0.37708333505899	-0.312629509728294	0.381639650411729	0.268627707539209	0.684528398886326
"Tcell_2"	0.0523473023212391	0.0770230815814606	0.32009019377257	0.584517549647394	-0.254004489212362	0.321183186556445	-0.254077741970303	-0.243509897742486	0.274388678398555	0.214688239265538	0.454224025408935
"Tcell_3"	0.119177633128116	0.0372127121575478	0.105786625751444	0.233939205543291	-0.0782120408294578	0.103902987817429	-0.133137244170616	-0.0653485415080821	0.0668780541915556	0.0447872488988889	0.231239368323082
"Tcell_4"	0.0743349692305995	-0.0911660990398288	-0.100452677928034	-0.32199740034575	0.0524769255685484	-0.0887902647933943	0.232968708179951	0.152434478375763	-0.363047129162863	-0.129094751352018	-0.299724349143383
"Tcell_5"	0.0906107988365519	0.0883730919035358	0.180348425118843	0.406306384126438	-0.0894381688378529	0.174364380493838	-0.260705872677075	-0.152184826604751	0.280120976961486	0.0733363823253749	0.367153496635542
"Tcell_6"	0.0617045227451331	0.0962197818685865	0.206684244837228	0.640828572862786	-0.157179806703227	0.307445660085746	-0.324123833917177	-0.309725462540089	0.395375684875996	0.172891338421767	0.536276608773033
"Tcell_7"	0.00215279009271413	0.00522529390979692	-0.0396955106640919	0.00849293446390225	0.0592596010072359	-0.000427188708179146	0.00847633697234691	0.0253014150913975	0.034875813348418	0.0618793870158805	-0.0698989500240551
"Tcell_8"	0.00525206726504086	0.0093811796309278	0.0903419460161934	0.38040461165415	-0.108903807410969	0.22313892020077	-0.125377018202582	-0.179267426668243	0.251653273808991	0.132818967643029	0.265455213392126
"Tcell_9"	0.0547795714408141	-0.0194123875961746	0.159253677234337	0.445261589275137	-0.123151162772269	0.211716926995243	-0.124250346238299	-0.219702186361527	0.186171685367398	0.15516919867813	0.264146559789153
